Date,EM (EMERGING MARKETS) VALUE Standard (Large+Mid Cap)
2005-11-08,245.047
2005-11-09,247.004
2005-11-10,247.229
2005-11-11,248.752
2005-11-14,248.954
2005-11-15,248.21
2005-11-16,249.738
2005-11-17,252.519
2005-11-18,253.412
2005-11-21,253.792
2005-11-22,252.087
2005-11-23,256.145
2005-11-24,257.625
2005-11-25,257.751
2005-11-28,257.76
2005-11-29,257.26
2005-11-30,258.105
2005-12-01,259.717
2005-12-02,261.957
2005-12-05,262.955
2005-12-06,264.953
2005-12-07,265.488
2005-12-08,264.12
2005-12-09,263.767
2005-12-12,266.015
2005-12-13,267.275
2005-12-14,268.089
2005-12-15,267.355
2005-12-16,266.657
2005-12-19,268.125
2005-12-20,268.147
2005-12-21,269.864
2005-12-22,270.319
2005-12-23,271.601
2005-12-26,271.518
2005-12-27,272.354
2005-12-28,270.891
2005-12-29,273.148
2005-12-30,273.056
2006-01-02,273.511
2006-01-03,278.49
2006-01-04,282.878
2006-01-05,284.103
2006-01-06,286.726
2006-01-09,289.247
2006-01-10,288.404
2006-01-11,290.832
2006-01-12,292.515
2006-01-13,292.096
2006-01-16,293.937
2006-01-17,290.093
2006-01-18,285.862
2006-01-19,291.615
2006-01-20,291.727
2006-01-23,290.895
2006-01-24,294.41
2006-01-25,297.416
2006-01-26,298.266
2006-01-27,301.118
2006-01-30,301.149
2006-01-31,302.742
2006-02-01,303.53
2006-02-02,300.945
2006-02-03,297.268
2006-02-06,302.038
2006-02-07,299.191
2006-02-08,293.956
2006-02-09,296.103
2006-02-10,297.119
2006-02-13,292.929
2006-02-14,293.49
2006-02-15,294.287
2006-02-16,296.555
2006-02-17,301.244
2006-02-20,303.825
2006-02-21,302.957
2006-02-22,301.672
2006-02-23,303.715
2006-02-24,304.405
2006-02-27,305.982
2006-02-28,302.709
2006-03-01,304.574
2006-03-02,306.334
2006-03-03,304.528
2006-03-06,303.76
2006-03-07,294.991
2006-03-08,292.241
2006-03-09,292.641
2006-03-10,293.599
2006-03-13,296.93
2006-03-14,297.931
2006-03-15,301.954
2006-03-16,304.181
2006-03-17,305.336
2006-03-20,306.164
2006-03-21,302.712
2006-03-22,300.588
2006-03-23,301.646
2006-03-24,302.081
2006-03-27,303.246
2006-03-28,300.136
2006-03-29,300.758
2006-03-30,305.513
2006-03-31,306.831
2006-04-03,311.744
2006-04-04,314.795
2006-04-05,316.592
2006-04-06,319.014
2006-04-07,317.873
2006-04-10,317.294
2006-04-11,316.91
2006-04-12,315.669
2006-04-13,315.626
2006-04-14,317.76
2006-04-17,320.76
2006-04-18,326.011
2006-04-19,329.921
2006-04-20,330.509
2006-04-21,331.04
2006-04-24,329.822
2006-04-25,328.733
2006-04-26,331.401
2006-04-27,329.525
2006-04-28,330.22
2006-05-01,331.615
2006-05-02,336.808
2006-05-03,338.258
2006-05-04,339.713
2006-05-05,342.423
2006-05-08,346.485
2006-05-09,346.102
2006-05-10,346.393
2006-05-11,343.905
2006-05-12,338.357
2006-05-15,323.81
2006-05-16,322.65
2006-05-17,321.808
2006-05-18,312.067
2006-05-19,309.534
2006-05-22,295.685
2006-05-23,301.573
2006-05-24,295.949
2006-05-25,296.976
2006-05-26,304.917
2006-05-29,306.299
2006-05-30,299.458
2006-05-31,296.851
2006-06-01,296.718
2006-06-02,302.225
2006-06-05,299.085
2006-06-06,293.501
2006-06-07,286.588
2006-06-08,275.678
2006-06-09,278.82
2006-06-12,274.371
2006-06-13,263.516
2006-06-14,266.793
2006-06-15,272.596
2006-06-16,279.668
2006-06-19,278.533
2006-06-20,275.243
2006-06-21,277.115
2006-06-22,278.474
2006-06-23,277.292
2006-06-26,277.251
2006-06-27,280.061
2006-06-28,281.553
2006-06-29,287.046
2006-06-30,296.063
2006-07-03,300.306
2006-07-04,301.754
2006-07-05,295.657
2006-07-06,296.884
2006-07-07,297.67
2006-07-10,299.278
2006-07-11,298.499
2006-07-12,298.458
2006-07-13,291.764
2006-07-14,287.47
2006-07-17,282.627
2006-07-18,282.87
2006-07-19,286.842
2006-07-20,291.15
2006-07-21,289.438
2006-07-24,290.605
2006-07-25,293.56
2006-07-26,293.972
2006-07-27,299.761
2006-07-28,299.706
2006-07-31,299.447
2006-08-01,297.112
2006-08-02,300.275
2006-08-03,300.504
2006-08-04,302.735
2006-08-07,301.932
2006-08-08,303.431
2006-08-09,306.105
2006-08-10,303.939
2006-08-11,303.996
2006-08-14,302.921
2006-08-15,304.096
2006-08-16,307.661
2006-08-17,307.713
2006-08-18,305.345
2006-08-21,303.698
2006-08-22,305.569
2006-08-23,302.848
2006-08-24,301.424
2006-08-25,302.061
2006-08-28,301.686
2006-08-29,302.817
2006-08-30,304.927
2006-08-31,303.114
2006-09-01,305.501
2006-09-04,309.965
2006-09-05,309.751
2006-09-06,306.565
2006-09-07,302.885
2006-09-08,301.977
2006-09-11,296.226
2006-09-12,297.973
2006-09-13,300.696
2006-09-14,301.279
2006-09-15,301.977
2006-09-18,306.37
2006-09-19,306.203
2006-09-20,304.542
2006-09-21,303.675
2006-09-22,300.139
2006-09-25,300.05
2006-09-26,301.906
2006-09-27,304.807
2006-09-28,306.311
2006-09-29,305.779
2006-10-02,306.48
2006-10-03,304.303
2006-10-04,303.034
2006-10-05,306.912
2006-10-06,306.731
2006-10-09,306.18
2006-10-10,307.71
2006-10-11,307.598
2006-10-12,310.012
2006-10-13,314.531
2006-10-16,316.975
2006-10-17,315.149
2006-10-18,316.054
2006-10-19,316.648
2006-10-20,316.747
2006-10-23,315.603
2006-10-24,317.057
2006-10-25,319.232
2006-10-26,320.87
2006-10-27,320.241
2006-10-30,317.674
2006-10-31,321.076
2006-11-01,323.838
2006-11-02,323.231
2006-11-03,325.534
2006-11-06,327.337
2006-11-07,330.021
2006-11-08,329.69
2006-11-09,332.583
2006-11-10,332.971
2006-11-13,331.805
2006-11-14,334.292
2006-11-15,334.141
2006-11-16,335.44
2006-11-17,332.549
2006-11-20,332.414
2006-11-21,335.148
2006-11-22,338.765
2006-11-23,339.579
2006-11-24,340.519
2006-11-27,340.6
2006-11-28,336.636
2006-11-29,342.071
2006-11-30,344.784
2006-12-01,345.956
2006-12-04,347.523
2006-12-05,350.702
2006-12-06,351.567
2006-12-07,352.065
2006-12-08,350.21
2006-12-11,348.979
2006-12-12,347.111
2006-12-13,347.155
2006-12-14,351.122
2006-12-15,353.128
2006-12-18,354.38
2006-12-19,349.449
2006-12-20,353.577
2006-12-21,353.211
2006-12-22,352.818
2006-12-25,352.546
2006-12-26,353.619
2006-12-27,356.952
2006-12-28,359.123
2006-12-29,360.323
2007-01-01,360.411
2007-01-02,365.134
2007-01-03,362.339
2007-01-04,356.938
2007-01-05,352.582
2007-01-08,350.844
2007-01-09,346.766
2007-01-10,342.021
2007-01-11,344.107
2007-01-12,347.936
2007-01-15,351.567
2007-01-16,350.729
2007-01-17,350.242
2007-01-18,352.146
2007-01-19,352.443
2007-01-22,355.218
2007-01-23,355.938
2007-01-24,359.54
2007-01-25,358.275
2007-01-26,355.201
2007-01-29,352.649
2007-01-30,354.781
2007-01-31,355.709
2007-02-01,360.541
2007-02-02,363.223
2007-02-05,364.65
2007-02-06,367.028
2007-02-07,366.805
2007-02-08,364.986
2007-02-09,365.324
2007-02-12,360.696
2007-02-13,362.414
2007-02-14,366.979
2007-02-15,369.617
2007-02-16,370.54
2007-02-19,371.547
2007-02-20,370.734
2007-02-21,371.145
2007-02-22,373.799
2007-02-23,372.525
2007-02-26,372.913
2007-02-27,361.317
2007-02-28,354.905
2007-03-01,349.99
2007-03-02,348.623
2007-03-05,335.538
2007-03-06,343.107
2007-03-07,343.781
2007-03-08,350.563
2007-03-09,352.593
2007-03-12,354.682
2007-03-13,352.158
2007-03-14,345.876
2007-03-15,350.366
2007-03-16,350.182
2007-03-19,353.101
2007-03-20,355.374
2007-03-21,359.888
2007-03-22,365.237
2007-03-23,366.336
2007-03-26,366.683
2007-03-27,366.127
2007-03-28,363.7
2007-03-29,368.585
2007-03-30,370.805
2007-04-02,370.458
2007-04-03,373.48
2007-04-04,377.243
2007-04-05,378.388
2007-04-06,378.354
2007-04-09,381.073
2007-04-10,383.295
2007-04-11,383.713
2007-04-12,383.403
2007-04-13,385.248
2007-04-16,390.17
2007-04-17,388.908
2007-04-18,388.304
2007-04-19,383.993
2007-04-20,389.348
2007-04-23,390.04
2007-04-24,389.763
2007-04-25,390.823
2007-04-26,390.583
2007-04-27,387.251
2007-04-30,384.803
2007-05-01,384.565
2007-05-02,386.92
2007-05-03,391.367
2007-05-04,395.123
2007-05-07,396.328
2007-05-08,394.584
2007-05-09,396.896
2007-05-10,396.441
2007-05-11,395.521
2007-05-14,399.62
2007-05-15,398.059
2007-05-16,402.438
2007-05-17,402.644
2007-05-18,403.698
2007-05-21,408.067
2007-05-22,409.501
2007-05-23,409.35
2007-05-24,404.658
2007-05-25,404.822
2007-05-28,406.605
2007-05-29,405.665
2007-05-30,403.064
2007-05-31,408.768
2007-06-01,415.209
2007-06-04,416.571
2007-06-05,417.425
2007-06-06,412.813
2007-06-07,410.723
2007-06-08,406.398
2007-06-11,410.128
2007-06-12,410.373
2007-06-13,411.044
2007-06-14,419.375
2007-06-15,424.832
2007-06-18,429.187
2007-06-19,429.388
2007-06-20,430.952
2007-06-21,431.198
2007-06-22,430.062
2007-06-25,427.398
2007-06-26,425.391
2007-06-27,422.32
2007-06-28,426.587
2007-06-29,427.695
2007-07-02,433.147
2007-07-03,440.27
2007-07-04,442.229
2007-07-05,442.245
2007-07-06,445.655
2007-07-09,450.274
2007-07-10,449.545
2007-07-11,448.772
2007-07-12,455.709
2007-07-13,462.235
2007-07-16,461.066
2007-07-17,460.997
2007-07-18,458.283
2007-07-19,463.578
2007-07-20,465.602
2007-07-23,471.217
2007-07-24,468.022
2007-07-25,466.245
2007-07-26,456.081
2007-07-27,441.43
2007-07-30,444.812
2007-07-31,451.178
2007-08-01,436.058
2007-08-02,437.863
2007-08-03,437.681
2007-08-06,429.256
2007-08-07,430.92
2007-08-08,442.618
2007-08-09,436.664
2007-08-10,422.34
2007-08-13,427.894
2007-08-14,422.522
2007-08-15,412.856
2007-08-16,389.857
2007-08-17,389.204
2007-08-20,404.135
2007-08-21,403.564
2007-08-22,414.002
2007-08-23,420.61
2007-08-24,422.832
2007-08-27,430.808
2007-08-28,427.075
2007-08-29,426.229
2007-08-30,431.974
2007-08-31,442.946
2007-09-03,445.401
2007-09-04,444.583
2007-09-05,442.034
2007-09-06,445.814
2007-09-07,443.48
2007-09-10,438.537
2007-09-11,443.636
2007-09-12,443.885
2007-09-13,447.581
2007-09-14,449.929
2007-09-17,446.856
2007-09-18,450.571
2007-09-19,466.17
2007-09-20,469.677
2007-09-21,473.672
2007-09-24,480.168
2007-09-25,477.712
2007-09-26,482.358
2007-09-27,489.986
2007-09-28,491.245
2007-10-01,497.056
2007-10-02,508.212
2007-10-03,505.021
2007-10-04,501.496
2007-10-05,509.827
2007-10-08,510.405
2007-10-09,515.067
2007-10-10,519.989
2007-10-11,527.997
2007-10-12,522.792
2007-10-15,530.28
2007-10-16,524.18
2007-10-17,525.828
2007-10-18,524.167
2007-10-19,517.058
2007-10-22,505.502
2007-10-23,519.492
2007-10-24,519.771
2007-10-25,527.674
2007-10-26,538.514
2007-10-29,549.011
2007-10-30,545.161
2007-10-31,546.82
2007-11-01,541.74
2007-11-02,535.035
2007-11-05,524.062
2007-11-06,531.09
2007-11-07,530.82
2007-11-08,524.933
2007-11-09,524.844
2007-11-12,505.22
2007-11-13,509.273
2007-11-14,525.609
2007-11-15,518.989
2007-11-16,511.427
2007-11-19,504.761
2007-11-20,505.963
2007-11-21,490.647
2007-11-22,489.956
2007-11-23,490.584
2007-11-26,496.427
2007-11-27,490.879
2007-11-28,494.757
2007-11-29,503.202
2007-11-30,508.96
2007-12-03,508.743
2007-12-04,509.706
2007-12-05,519.163
2007-12-06,524.605
2007-12-07,525.752
2007-12-10,524.059
2007-12-11,526.939
2007-12-12,524.277
2007-12-13,512.217
2007-12-14,505.655
2007-12-17,489.523
2007-12-18,491.319
2007-12-19,494.311
2007-12-20,493.742
2007-12-21,501.471
2007-12-24,509.799
2007-12-25,509.98
2007-12-26,512.583
2007-12-27,513.466
2007-12-28,512.493
2007-12-31,512.383
2008-01-01,512.655
2008-01-02,508.076
2008-01-03,504.693
2008-01-04,504.72
2008-01-07,498.078
2008-01-08,504.227
2008-01-09,507.5
2008-01-10,504.494
2008-01-11,502.449
2008-01-14,505.122
2008-01-15,495.956
2008-01-16,478.058
2008-01-17,475.934
2008-01-18,473.918
2008-01-21,448.413
2008-01-22,436.48
2008-01-23,444.259
2008-01-24,454.126
2008-01-25,465.569
2008-01-28,456.976
2008-01-29,463.566
2008-01-30,460.256
2008-01-31,459.906
2008-02-01,471.58
2008-02-04,479.82
2008-02-05,474.465
2008-02-06,464.81
2008-02-07,462.012
2008-02-08,461.681
2008-02-11,455.24
2008-02-12,462.083
2008-02-13,466.604
2008-02-14,476.555
2008-02-15,475.096
2008-02-18,477.672
2008-02-19,482.351
2008-02-20,476.121
2008-02-21,482.768
2008-02-22,480.476
2008-02-25,485.174
2008-02-26,489.249
2008-02-27,497.432
2008-02-28,497.5
2008-02-29,487.604
2008-03-03,478.975
2008-03-04,475.728
2008-03-05,478.874
2008-03-06,479.707
2008-03-07,467.962
2008-03-10,460.489
2008-03-11,469.948
2008-03-12,475.278
2008-03-13,462.374
2008-03-14,459.728
2008-03-17,440.699
2008-03-18,448.783
2008-03-19,449.479
2008-03-20,441.892
2008-03-21,444.259
2008-03-24,452.65
2008-03-25,465.403
2008-03-26,466.339
2008-03-27,465.268
2008-03-28,467.48
2008-03-31,464.155
2008-04-01,468.56
2008-04-02,479.651
2008-04-03,481.466
2008-04-04,481.582
2008-04-07,487.588
2008-04-08,484.975
2008-04-09,484.367
2008-04-10,488.893
2008-04-11,491.03
2008-04-14,486.789
2008-04-15,488.795
2008-04-16,494.523
2008-04-17,499.072
2008-04-18,500.126
2008-04-21,504.273
2008-04-22,504.387
2008-04-23,504.414
2008-04-24,502.392
2008-04-25,504.78
2008-04-28,507.678
2008-04-29,501.764
2008-04-30,505.307
2008-05-01,506.016
2008-05-02,512.94
2008-05-05,513.552
2008-05-06,515.8
2008-05-07,511.567
2008-05-08,506.887
2008-05-09,503.615
2008-05-12,505.584
2008-05-13,511.577
2008-05-14,512.135
2008-05-15,518.079
2008-05-16,525.262
2008-05-19,528.676
2008-05-20,521.731
2008-05-21,522.987
2008-05-22,518.381
2008-05-23,511.524
2008-05-26,505.416
2008-05-27,504.801
2008-05-28,505.749
2008-05-29,508.016
2008-05-30,511.048
2008-06-02,510.541
2008-06-03,503.361
2008-06-04,496.093
2008-06-05,501.195
2008-06-06,501.375
2008-06-09,495.199
2008-06-10,482.986
2008-06-11,480.44
2008-06-12,476.795
2008-06-13,475.714
2008-06-16,481.921
2008-06-17,486.13
2008-06-18,483.344
2008-06-19,478.121
2008-06-20,472.056
2008-06-23,467.195
2008-06-24,463.098
2008-06-25,469.097
2008-06-26,467.411
2008-06-27,461.572
2008-06-30,463.38
2008-07-01,456.053
2008-07-02,452.367
2008-07-03,441.968
2008-07-04,440.319
2008-07-07,443.939
2008-07-08,436.61
2008-07-09,442.901
2008-07-10,443.058
2008-07-11,445.446
2008-07-14,444.796
2008-07-15,434.17
2008-07-16,435.58
2008-07-17,441.991
2008-07-18,437.809
2008-07-21,445.998
2008-07-22,444.554
2008-07-23,450.918
2008-07-24,447.6
2008-07-25,439.426
2008-07-28,438.715
2008-07-29,435.657
2008-07-30,445.451
2008-07-31,446.638
2008-08-01,442.604
2008-08-04,435.539
2008-08-05,432.121
2008-08-06,436.808
2008-08-07,434.935
2008-08-08,427.26
2008-08-11,426.97
2008-08-12,423.658
2008-08-13,419.989
2008-08-14,424.037
2008-08-15,419.502
2008-08-18,414.8
2008-08-19,407.153
2008-08-20,414.301
2008-08-21,413.296
2008-08-22,412.831
2008-08-25,410.618
2008-08-26,405.936
2008-08-27,412.519
2008-08-28,414.221
2008-08-29,414.483
2008-09-01,406.011
2008-09-02,403.47
2008-09-03,395.536
2008-09-04,388.766
2008-09-05,380.342
2008-09-08,392.402
2008-09-09,378.733
2008-09-10,374.288
2008-09-11,366.281
2008-09-12,372.873
2008-09-15,360.656
2008-09-16,342.93
2008-09-17,336.255
2008-09-18,334.666
2008-09-19,367.716
2008-09-22,372.711
2008-09-23,362.737
2008-09-24,362.82
2008-09-25,365.763
2008-09-26,360.421
2008-09-29,340.005
2008-09-30,344.607
2008-10-01,344.817
2008-10-02,334.341
2008-10-03,326.302
2008-10-06,295.858
2008-10-07,290.369
2008-10-08,266.151
2008-10-09,271.876
2008-10-10,259.623
2008-10-13,278.072
2008-10-14,294.949
2008-10-15,273.667
2008-10-16,252.872
2008-10-17,248.312
2008-10-20,258.169
2008-10-21,254.245
2008-10-22,235.237
2008-10-23,227.077
2008-10-24,210.622
2008-10-27,202.228
2008-10-28,214.453
2008-10-29,224.111
2008-10-30,247.416
2008-10-31,251.088
2008-11-03,256.682
2008-11-04,264.297
2008-11-05,264.858
2008-11-06,246.627
2008-11-07,249.585
2008-11-10,257.829
2008-11-11,246.329
2008-11-12,235.839
2008-11-13,231.376
2008-11-14,234.303
2008-11-17,230.039
2008-11-18,221.842
2008-11-19,218.124
2008-11-20,207.275
2008-11-21,208.472
2008-11-24,215.579
2008-11-25,222.882
2008-11-26,229.113
2008-11-27,235.153
2008-11-28,235.799
2008-12-01,229.477
2008-12-02,224.335
2008-12-03,225.951
2008-12-04,225.537
2008-12-05,224.079
2008-12-08,241.285
2008-12-09,241.966
2008-12-10,253.12
2008-12-11,255.647
2008-12-12,247.681
2008-12-15,253.086
2008-12-16,257.019
2008-12-17,263.969
2008-12-18,266.166
2008-12-19,262.203
2008-12-22,255.55
2008-12-23,250.178
2008-12-24,248.878
2008-12-25,248.268
2008-12-26,247.62
2008-12-29,250.377
2008-12-30,254.154
2008-12-31,254.797
2009-01-01,255.419
2009-01-02,260.977
2009-01-05,269.39
2009-01-06,273.159
2009-01-07,268.416
2009-01-08,260.286
2009-01-09,257.331
2009-01-12,249.298
2009-01-13,247.57
2009-01-14,244.305
2009-01-15,236.605
2009-01-16,241.676
2009-01-19,239.532
2009-01-20,231.918
2009-01-21,230.821
2009-01-22,230.33
2009-01-23,226.948
2009-01-26,230.651
2009-01-27,231.908
2009-01-28,238.033
2009-01-29,237.687
2009-01-30,236.593
2009-02-02,230.44
2009-02-03,234.058
2009-02-04,238.676
2009-02-05,238.825
2009-02-06,247.757
2009-02-09,251.839
2009-02-10,250.38
2009-02-11,246.2
2009-02-12,241.242
2009-02-13,246.553
2009-02-16,243.203
2009-02-17,231.09
2009-02-18,228.627
2009-02-19,230.579
2009-02-20,222.323
2009-02-23,225.464
2009-02-24,222.093
2009-02-25,223.59
2009-02-26,223.938
2009-02-27,220.785
2009-03-02,209.934
2009-03-03,210.144
2009-03-04,217.483
2009-03-05,215.152
2009-03-06,214.983
2009-03-09,213.758
2009-03-10,222.574
2009-03-11,226.628
2009-03-12,227.808
2009-03-13,233.203
2009-03-16,238.558
2009-03-17,239.938
2009-03-18,240.765
2009-03-19,246.891
2009-03-20,245.324
2009-03-23,257.468
2009-03-24,259.006
2009-03-25,261.715
2009-03-26,267.645
2009-03-27,263.884
2009-03-30,249.829
2009-03-31,254.007
2009-04-01,259.696
2009-04-02,274.264
2009-04-03,276.564
2009-04-06,280.046
2009-04-07,276.58
2009-04-08,274.213
2009-04-09,284.765
2009-04-10,286.498
2009-04-13,288.734
2009-04-14,291.564
2009-04-15,291.228
2009-04-16,293.343
2009-04-17,290.967
2009-04-20,285.958
2009-04-21,282.903
2009-04-22,283.699
2009-04-23,287.828
2009-04-24,291.321
2009-04-27,284.588
2009-04-28,279.753
2009-04-29,289.611
2009-04-30,298.32
2009-05-01,298.317
2009-05-04,315.714
2009-05-05,317.751
2009-05-06,322.21
2009-05-07,325.071
2009-05-08,329.75
2009-05-11,329.004
2009-05-12,327.544
2009-05-13,322.486
2009-05-14,317.288
2009-05-15,321.732
2009-05-18,330.461
2009-05-19,339.103
2009-05-20,343.993
2009-05-21,337.677
2009-05-22,339.053
2009-05-25,339.388
2009-05-26,335.8
2009-05-27,342.971
2009-05-28,345.848
2009-05-29,351.739
2009-06-01,365.25
2009-06-02,362.215
2009-06-03,357.249
2009-06-04,355.941
2009-06-05,358.409
2009-06-08,351.09
2009-06-09,350.662
2009-06-10,358.916
2009-06-11,360.058
2009-06-12,360.501
2009-06-15,351.233
2009-06-16,348.677
2009-06-17,341.685
2009-06-18,338.835
2009-06-19,342.238
2009-06-22,336.052
2009-06-23,330.128
2009-06-24,338.138
2009-06-25,341.802
2009-06-26,347.215
2009-06-29,348.985
2009-06-30,347.692
2009-07-01,353.201
2009-07-02,350.031
2009-07-03,349.734
2009-07-06,341.929
2009-07-07,341.451
2009-07-08,335.937
2009-07-09,337.718
2009-07-10,335.252
2009-07-13,329.092
2009-07-14,336.639
2009-07-15,348.878
2009-07-16,352.296
2009-07-17,357.045
2009-07-20,368.049
2009-07-21,369.937
2009-07-22,368.684
2009-07-23,376.263
2009-07-24,377.135
2009-07-27,381.511
2009-07-28,383.073
2009-07-29,376.981
2009-07-30,382.17
2009-07-31,387.242
2009-08-03,397.391
2009-08-04,395.353
2009-08-05,392.38
2009-08-06,394.167
2009-08-07,392.887
2009-08-10,393.799
2009-08-11,388.784
2009-08-12,386.305
2009-08-13,393.506
2009-08-14,392.317
2009-08-17,377.274
2009-08-18,379.439
2009-08-19,377.852
2009-08-20,385.102
2009-08-21,389.018
2009-08-24,396.834
2009-08-25,395.205
2009-08-26,392.371
2009-08-27,388.598
2009-08-28,391.945
2009-08-31,386.172
2009-09-01,387.11
2009-09-02,382.13
2009-09-03,386.96
2009-09-04,392.461
2009-09-07,397.503
2009-09-08,404.809
2009-09-09,404.62
2009-09-10,408.481
2009-09-11,412.489
2009-09-14,408.657
2009-09-15,413.093
2009-09-16,422.784
2009-09-17,425.626
2009-09-18,425.201
2009-09-21,421.187
2009-09-22,426.044
2009-09-23,424.169
2009-09-24,419.381
2009-09-25,418.864
2009-09-28,417.273
2009-09-29,421.164
2009-09-30,421.744
2009-10-01,420.952
2009-10-02,415.904
2009-10-05,419.144
2009-10-06,427.501
2009-10-07,429.616
2009-10-08,434.634
2009-10-09,437.387
2009-10-12,439.453
2009-10-13,440.135
2009-10-14,450.234
2009-10-15,452.815
2009-10-16,448.725
2009-10-19,453.543
2009-10-20,451.407
2009-10-21,449.771
2009-10-22,446.1
2009-10-23,449.27
2009-10-26,448.564
2009-10-27,439.28
2009-10-28,424.783
2009-10-29,426.157
2009-10-30,423.231
2009-11-02,420.826
2009-11-03,416.281
2009-11-04,426.762
2009-11-05,428.888
2009-11-06,431.929
2009-11-09,443.083
2009-11-10,445.105
2009-11-11,449.302
2009-11-12,443.278
2009-11-13,445.124
2009-11-16,453.928
2009-11-17,453.209
2009-11-18,453.696
2009-11-19,447.373
2009-11-20,445.755
2009-11-23,451.011
2009-11-24,449.061
2009-11-25,451.783
2009-11-26,441.716
2009-11-27,433.533
2009-11-30,439.301
2009-12-01,448.819
2009-12-02,452.553
2009-12-03,454.848
2009-12-04,452.765
2009-12-07,451.135
2009-12-08,445.793
2009-12-09,442.819
2009-12-10,444.439
2009-12-11,448.067
2009-12-14,450.9
2009-12-15,449.254
2009-12-16,448.278
2009-12-17,440.287
2009-12-18,438.096
2009-12-21,436.937
2009-12-22,440.296
2009-12-23,444.993
2009-12-24,449.614
2009-12-25,449.891
2009-12-28,453.081
2009-12-29,452.908
2009-12-30,452.463
2009-12-31,456.36
2010-01-01,456.36
2010-01-04,463.368
2010-01-05,468.491
2010-01-06,471.657
2010-01-07,468.524
2010-01-08,469.139
2010-01-11,474.455
2010-01-12,470.275
2010-01-13,465.254
2010-01-14,465.514
2010-01-15,464.425
2010-01-18,465.538
2010-01-19,466.767
2010-01-20,459.581
2010-01-21,452.899
2010-01-22,446.012
2010-01-25,443.24
2010-01-26,434.041
2010-01-27,430.118
2010-01-28,436.06
2010-01-29,432.96
2010-02-01,433.38
2010-02-02,435.581
2010-02-03,440.967
2010-02-04,429.841
2010-02-05,416.129
2010-02-08,414.269
2010-02-09,421.328
2010-02-10,423.285
2010-02-11,427.809
2010-02-12,427.599
2010-02-15,428.965
2010-02-16,432.337
2010-02-17,437.818
2010-02-18,436.591
2010-02-19,431.949
2010-02-22,437.323
2010-02-23,435.87
2010-02-24,432.284
2010-02-25,427.71
2010-02-26,434.078
2010-03-01,439.598
2010-03-02,444.433
2010-03-03,447.812
2010-03-04,445.405
2010-03-05,451.36
2010-03-08,456.392
2010-03-09,455.666
2010-03-10,459.516
2010-03-11,457.646
2010-03-12,459.389
2010-03-15,454.899
2010-03-16,458.62
2010-03-17,465.531
2010-03-18,463.588
2010-03-19,462.215
2010-03-22,458.305
2010-03-23,459.865
2010-03-24,458.598
2010-03-25,457.105
2010-03-26,458.253
2010-03-29,463.025
2010-03-30,466.185
2010-03-31,467.102
2010-04-01,474.502
2010-04-02,475.191
2010-04-05,479.282
2010-04-06,480.345
2010-04-07,482.474
2010-04-08,478.944
2010-04-09,482.322
2010-04-12,481.32
2010-04-13,477.642
2010-04-14,482.976
2010-04-15,483.013
2010-04-16,476.333
2010-04-19,467.331
2010-04-20,473.134
2010-04-21,475.236
2010-04-22,472.221
2010-04-23,474.023
2010-04-26,478.859
2010-04-27,472.173
2010-04-28,465.548
2010-04-29,469.715
2010-04-30,473.178
2010-05-03,467.753
2010-05-04,459.834
2010-05-05,449.819
2010-05-06,440.793
2010-05-07,431.105
2010-05-10,449.544
2010-05-11,445.59
2010-05-12,449.934
2010-05-13,453.504
2010-05-14,446.768
2010-05-17,437.811
2010-05-18,437.846
2010-05-19,424.421
2010-05-20,411.744
2010-05-21,413.14
2010-05-24,415.743
2010-05-25,398.486
2010-05-26,410.608
2010-05-27,420.459
2010-05-28,426.735
2010-05-31,431.868
2010-06-01,422.628
2010-06-02,423.591
2010-06-03,431.164
2010-06-04,426.321
2010-06-07,415.637
2010-06-08,416.439
2010-06-09,418.872
2010-06-10,424.889
2010-06-11,429.064
2010-06-14,434.947
2010-06-15,438.458
2010-06-16,440.897
2010-06-17,442.109
2010-06-18,444.904
2010-06-21,456.124
2010-06-22,451.292
2010-06-23,448.138
2010-06-24,444.309
2010-06-25,442.624
2010-06-28,444.908
2010-06-29,432.77
2010-06-30,430.204
2010-07-01,426.207
2010-07-02,428.773
2010-07-05,428.187
2010-07-06,436.313
2010-07-07,435.652
2010-07-08,440.841
2010-07-09,445.841
2010-07-12,446.028
2010-07-13,448.158
2010-07-14,450.262
2010-07-15,448.176
2010-07-16,444.007
2010-07-19,442.269
2010-07-20,446.224
2010-07-21,451.486
2010-07-22,455.777
2010-07-23,459.426
2010-07-26,461.519
2010-07-27,464.328
2010-07-28,464.562
2010-07-29,465.549
2010-07-30,464.468
2010-08-02,474.488
2010-08-03,472.745
2010-08-04,473.587
2010-08-05,474.066
2010-08-06,473.979
2010-08-09,476.076
2010-08-10,468.871
2010-08-11,459.892
2010-08-12,457.61
2010-08-13,459.15
2010-08-16,460.955
2010-08-17,464.867
2010-08-18,464.592
2010-08-19,464.101
2010-08-20,461.557
2010-08-23,460.861
2010-08-24,455.012
2010-08-25,450.298
2010-08-26,451.856
2010-08-27,454.147
2010-08-30,454.903
2010-08-31,453.697
2010-09-01,463.349
2010-09-02,465.821
2010-09-03,470.194
2010-09-06,474.196
2010-09-07,471.757
2010-09-08,470.361
2010-09-09,472.813
2010-09-10,474.595
2010-09-13,484.382
2010-09-14,484.739
2010-09-15,486.048
2010-09-16,482.675
2010-09-17,484.8
