date,NAV
28-12-2021,$1.09261
29-12-2021,$1.09262
30-12-2021,$1.09263
31-12-2021,$1.09264
03-01-2022,$1.09267
04-01-2022,$1.09269
05-01-2022,$1.09271
06-01-2022,$1.09272
07-01-2022,$1.09273
10-01-2022,$1.09276
11-01-2022,$1.09277
12-01-2022,$1.09279
13-01-2022,$1.0928
14-01-2022,$1.0928
17-01-2022,$1.09283
18-01-2022,$1.09284
19-01-2022,$1.09285
20-01-2022,$1.09286
21-01-2022,$1.09287
24-01-2022,$1.09289
25-01-2022,$1.0929
26-01-2022,$1.0929
27-01-2022,$1.09291
28-01-2022,$1.09292
31-01-2022,$1.09293
03-02-2022,$1.09296
04-02-2022,$1.09297
07-02-2022,$1.09299
08-02-2022,$1.093
09-02-2022,$1.09301
10-02-2022,$1.09302
11-02-2022,$1.09302
14-02-2022,$1.09304
15-02-2022,$1.09305
16-02-2022,$1.09307
17-02-2022,$1.09308
18-02-2022,$1.09309
21-02-2022,$1.09311
22-02-2022,$1.09312
23-02-2022,$1.09314
24-02-2022,$1.09314
25-02-2022,$1.09316
28-02-2022,$1.09318
01-03-2022,$1.0932
02-03-2022,$1.09321
03-03-2022,$1.09322
04-03-2022,$1.09322
07-03-2022,$1.09326
08-03-2022,$1.09327
09-03-2022,$1.0933
10-03-2022,$1.0933
11-03-2022,$1.09331
14-03-2022,$1.09335
15-03-2022,$1.09336
16-03-2022,$1.09339
17-03-2022,$1.0934
18-03-2022,$1.0934
21-03-2022,$1.09343
22-03-2022,$1.09345
23-03-2022,$1.09345
24-03-2022,$1.09348
25-03-2022,$1.09349
28-03-2022,$1.09354
29-03-2022,$1.09355
30-03-2022,$1.09357
31-03-2022,$1.09357
01-04-2022,$1.09359
04-04-2022,$1.09364
05-04-2022,$1.09366
06-04-2022,$1.09368
07-04-2022,$1.09369
08-04-2022,$1.09371
11-04-2022,$1.09376
12-04-2022,$1.09378
13-04-2022,$1.09381
14-04-2022,$1.09383
18-04-2022,$1.0939
19-04-2022,$1.09393
20-04-2022,$1.09394
21-04-2022,$1.09397
22-04-2022,$1.09398
25-04-2022,$1.09403
26-04-2022,$1.09404
27-04-2022,$1.09405
28-04-2022,$1.09406
29-04-2022,$1.09408
04-05-2022,$1.09417
05-05-2022,$1.09418
06-05-2022,$1.0942
09-05-2022,$1.09427
10-05-2022,$1.09429
11-05-2022,$1.09431
12-05-2022,$1.09434
13-05-2022,$1.09436
17-05-2022,$1.09447
18-05-2022,$1.0945
19-05-2022,$1.09451
20-05-2022,$1.09454
23-05-2022,$1.09463
24-05-2022,$1.09466
25-05-2022,$1.09469
26-05-2022,$1.09472
27-05-2022,$1.09475
30-05-2022,$1.09484
31-05-2022,$1.09487
01-06-2022,$1.0949
02-06-2022,$1.09492
03-06-2022,$1.09495
06-06-2022,$1.09503
07-06-2022,$1.09506
08-06-2022,$1.09509
09-06-2022,$1.09513
10-06-2022,$1.09515
13-06-2022,$1.09525
14-06-2022,$1.09528
15-06-2022,$1.09531
16-06-2022,$1.09534
17-06-2022,$1.09538
20-06-2022,$1.09549
21-06-2022,$1.09552
22-06-2022,$1.09558
23-06-2022,$1.09562
24-06-2022,$1.09565
27-06-2022,$1.09577
28-06-2022,$1.09581
29-06-2022,$1.09582
30-06-2022,$1.09587
01-07-2022,$1.09592
04-07-2022,$1.09606
05-07-2022,$1.09611
06-07-2022,$1.09618
07-07-2022,$1.09622
08-07-2022,$1.09626
12-07-2022,$1.09646
13-07-2022,$1.09651
14-07-2022,$1.09653
15-07-2022,$1.09658
18-07-2022,$1.09675
19-07-2022,$1.0968
20-07-2022,$1.09676
21-07-2022,$1.09683
22-07-2022,$1.09689
25-07-2022,$1.09706
26-07-2022,$1.09712
27-07-2022,$1.09716
28-07-2022,$1.09722
29-07-2022,$1.09729
01-08-2022,$1.09748
02-08-2022,$1.09754
03-08-2022,$1.0976
04-08-2022,$1.09767
05-08-2022,$1.09774
08-08-2022,$1.09793
10-08-2022,$1.09806
11-08-2022,$1.09814
12-08-2022,$1.0982
15-08-2022,$1.0984
16-08-2022,$1.09846
17-08-2022,$1.09853
18-08-2022,$1.09858
19-08-2022,$1.09865
22-08-2022,$1.09885
23-08-2022,$1.09891
24-08-2022,$1.09896
25-08-2022,$1.09903
26-08-2022,$1.0991
29-08-2022,$1.09929
30-08-2022,$1.09936
31-08-2022,$1.0994
01-09-2022,$1.09946
02-09-2022,$1.09955
05-09-2022,$1.09975
06-09-2022,$1.09983
07-09-2022,$1.09988
08-09-2022,$1.09996
09-09-2022,$1.10003
12-09-2022,$1.10025
13-09-2022,$1.10032
14-09-2022,$1.10038
15-09-2022,$1.10045
16-09-2022,$1.10051
19-09-2022,$1.10074
20-09-2022,$1.10082
21-09-2022,$1.10089
22-09-2022,$1.10097
23-09-2022,$1.10104
26-09-2022,$1.10128
27-09-2022,$1.10135
28-09-2022,$1.10145
29-09-2022,$1.10153
30-09-2022,$1.1016
03-10-2022,$1.10184
04-10-2022,$1.10193
05-10-2022,$1.102
06-10-2022,$1.10209
07-10-2022,$1.10218
10-10-2022,$1.10243
11-10-2022,$1.10251
12-10-2022,$1.10256
13-10-2022,$1.10266
14-10-2022,$1.10278
17-10-2022,$1.10303
18-10-2022,$1.10313
19-10-2022,$1.10315
20-10-2022,$1.10329
21-10-2022,$1.1034
25-10-2022,$1.10379
26-10-2022,$1.10389
27-10-2022,$1.10399
28-10-2022,$1.10403
31-10-2022,$1.10434
01-11-2022,$1.10444
02-11-2022,$1.10457
03-11-2022,$1.10464
04-11-2022,$1.10475
07-11-2022,$1.10506
08-11-2022,$1.10517
09-11-2022,$1.10529
10-11-2022,$1.10538
11-11-2022,$1.10548
14-11-2022,$1.10581
15-11-2022,$1.10591
16-11-2022,$1.10602
17-11-2022,$1.10613
18-11-2022,$1.10624
21-11-2022,$1.10654
22-11-2022,$1.10665
23-11-2022,$1.1068
24-11-2022,$1.10686
25-11-2022,$1.10696
28-11-2022,$1.1073
29-11-2022,$1.10739
30-11-2022,$1.10741
01-12-2022,$1.10753
02-12-2022,$1.10763
05-12-2022,$1.10802
06-12-2022,$1.10814
07-12-2022,$1.10831
08-12-2022,$1.10843
09-12-2022,$1.10854
12-12-2022,$1.1089
13-12-2022,$1.10903
14-12-2022,$1.10915
15-12-2022,$1.10937
16-12-2022,$1.10939
19-12-2022,$1.10975
20-12-2022,$1.10987
21-12-2022,$1.10999
22-12-2022,$1.11011
23-12-2022,$1.11022
27-12-2022,$1.11067
28-12-2022,$1.11079
29-12-2022,$1.1109
30-12-2022,$1.11102
03-01-2023,$1.11146
04-01-2023,$1.1116
05-01-2023,$1.11173
06-01-2023,$1.11184
09-01-2023,$1.11217
10-01-2023,$1.11228
11-01-2023,$1.1124
12-01-2023,$1.11252
13-01-2023,$1.11263
16-01-2023,$1.11297
17-01-2023,$1.11307
18-01-2023,$1.11321
19-01-2023,$1.11333
20-01-2023,$1.11344
25-01-2023,$1.11401
26-01-2023,$1.11416
27-01-2023,$1.11426
30-01-2023,$1.11461
31-01-2023,$1.11474
01-02-2023,$1.11485
02-02-2023,$1.11497
03-02-2023,$1.11508
06-02-2023,$1.11544
07-02-2023,$1.11556
08-02-2023,$1.11569
09-02-2023,$1.11581
10-02-2023,$1.11592
13-02-2023,$1.11629
14-02-2023,$1.1164
15-02-2023,$1.11651
16-02-2023,$1.11664
17-02-2023,$1.11676
20-02-2023,$1.11712
21-02-2023,$1.11724
22-02-2023,$1.11737
23-02-2023,$1.11747
24-02-2023,$1.11761
27-02-2023,$1.11795
28-02-2023,$1.11804
01-03-2023,$1.11814
02-03-2023,$1.11826
03-03-2023,$1.11838
06-03-2023,$1.11873
07-03-2023,$1.11884
08-03-2023,$1.11899
09-03-2023,$1.11909
10-03-2023,$1.1192
13-03-2023,$1.11955
14-03-2023,$1.11966
15-03-2023,$1.11979
16-03-2023,$1.11991
17-03-2023,$1.12003
20-03-2023,$1.12038
21-03-2023,$1.12049
22-03-2023,$1.12061
23-03-2023,$1.12071
24-03-2023,$1.12086
27-03-2023,$1.1212
28-03-2023,$1.12131
29-03-2023,$1.12143
30-03-2023,$1.12156
31-03-2023,$1.12168
03-04-2023,$1.12204
04-04-2023,$1.12216
05-04-2023,$1.12228
06-04-2023,$1.12241
10-04-2023,$1.12288
11-04-2023,$1.12299
12-04-2023,$1.12313
13-04-2023,$1.12325
14-04-2023,$1.12336
17-04-2023,$1.1237
18-04-2023,$1.12381
19-04-2023,$1.12396
20-04-2023,$1.12407
21-04-2023,$1.12418
24-04-2023,$1.12452
25-04-2023,$1.12463
26-04-2023,$1.1247
27-04-2023,$1.12482
28-04-2023,$1.12491
02-05-2023,$1.12538
03-05-2023,$1.12549
04-05-2023,$1.12561
05-05-2023,$1.12572
08-05-2023,$1.12608
09-05-2023,$1.12619
10-05-2023,$1.12631
11-05-2023,$1.12643
12-05-2023,$1.12654
15-05-2023,$1.1269
16-05-2023,$1.12702
17-05-2023,$1.12714
18-05-2023,$1.12726
19-05-2023,$1.12737
22-05-2023,$1.12773
23-05-2023,$1.12785
24-05-2023,$1.12791
25-05-2023,$1.12805
26-05-2023,$1.12816
29-05-2023,$1.12853
30-05-2023,$1.12866
31-05-2023,$1.12869
01-06-2023,$1.12888
05-06-2023,$1.12936
06-06-2023,$1.12948
07-06-2023,$1.12953
08-06-2023,$1.12971
09-06-2023,$1.12983
12-06-2023,$1.1302
13-06-2023,$1.13032
14-06-2023,$1.13044
15-06-2023,$1.13057
16-06-2023,$1.13068
19-06-2023,$1.13105
20-06-2023,$1.13117
21-06-2023,$1.1313
22-06-2023,$1.13143
23-06-2023,$1.13154
26-06-2023,$1.13191
27-06-2023,$1.13203
28-06-2023,$1.13217
30-06-2023,$1.13238
03-07-2023,$1.13274
04-07-2023,$1.13285
05-07-2023,$1.13296
06-07-2023,$1.13308
07-07-2023,$1.13321
10-07-2023,$1.13357
11-07-2023,$1.13369
12-07-2023,$1.13383
13-07-2023,$1.13395
14-07-2023,$1.13406
17-07-2023,$1.13443
18-07-2023,$1.13456
19-07-2023,$1.13468
20-07-2023,$1.1348
21-07-2023,$1.13492
24-07-2023,$1.13529
25-07-2023,$1.13541
26-07-2023,$1.13552
27-07-2023,$1.13564
28-07-2023,$1.13574
31-07-2023,$1.13609
01-08-2023,$1.13621
02-08-2023,$1.13636
03-08-2023,$1.13648
04-08-2023,$1.1366
07-08-2023,$1.13695
08-08-2023,$1.13707
11-08-2023,$1.13742
